fo_code;fo_code_ext;fo_cb_code;fo_nincab;fo_numtub;fo_nintub;fo_type;fo_etat;fo_color;fo_reper;fo_proptyp;fo_comment;fo_creadat;fo_majdate;fo_majsrc;fo_abddate;fo_abdsrc
FO716000000189;"71153/USZ/TR 60 1471;8;3";CB716000000002;45;8;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000190;"71153/USZ/TR 60 1471;8;4";CB716000000002;46;8;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000191;"71153/USZ/TR 60 1471;8;5";CB716000000002;47;8;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000192;"71153/USZ/TR 60 1471;8;6";CB716000000002;48;8;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000193;"71153/USZ/TR 60 1471;9;1";CB716000000002;49;9;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000194;"71153/USZ/TR 60 1471;9;2";CB716000000002;50;9;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000195;"71153/USZ/TR 60 1471;9;3";CB716000000002;51;9;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000196;"71153/USZ/TR 60 1471;9;4";CB716000000002;52;9;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000197;"71153/USZ/TR 60 1471;9;5";CB716000000002;53;9;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000198;"71153/USZ/TR 60 1471;9;6";CB716000000002;54;9;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000199;"71153/USZ/TR 60 1471;10;1";CB716000000002;55;10;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000200;"71153/USZ/TR 60 1471;10;2";CB716000000002;56;10;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000201;"71153/USZ/TR 60 1471;10;3";CB716000000002;57;10;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000202;"71153/USZ/TR 60 1471;10;4";CB716000000002;58;10;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000203;"71153/USZ/TR 60 1471;10;5";CB716000000002;59;10;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000204;"71153/USZ/TR 60 1471;10;6";CB716000000002;60;10;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000205;"71153/USZ/TR 60 1471;11;1";CB716000000002;61;11;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000206;"71153/USZ/TR 60 1471;11;2";CB716000000002;62;11;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000207;"71153/USZ/TR 60 1471;11;3";CB716000000002;63;11;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000208;"71153/USZ/TR 60 1471;11;4";CB716000000002;64;11;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000209;"71153/USZ/TR 60 1471;11;5";CB716000000002;65;11;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000210;"71153/USZ/TR 60 1471;11;6";CB716000000002;66;11;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000211;"71153/USZ/TR 60 1471;12;1";CB716000000002;67;12;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000212;"71153/USZ/TR 60 1471;12;2";CB716000000002;68;12;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000213;"71153/USZ/TR 60 1471;12;3";CB716000000002;69;12;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000214;"71153/USZ/TR 60 1471;12;4";CB716000000002;70;12;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000215;"71153/USZ/TR 60 1471;12;5";CB716000000002;71;12;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000216;"71153/USZ/TR 60 1471;12;6";CB716000000002;72;12;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000217;"71153/USZ/TR 60 1471;13;1";CB716000000002;73;13;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000218;"71153/USZ/TR 60 1471;13;2";CB716000000002;74;13;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000219;"71153/USZ/TR 60 1471;13;3";CB716000000002;75;13;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000220;"71153/USZ/TR 60 1471;13;4";CB716000000002;76;13;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000221;"71153/USZ/TR 60 1471;13;5";CB716000000002;77;13;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000222;"71153/USZ/TR 60 1471;13;6";CB716000000002;78;13;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000223;"71153/USZ/TR 60 1471;14;1";CB716000000002;79;14;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000224;"71153/USZ/TR 60 1471;14;2";CB716000000002;80;14;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000225;"71153/USZ/TR 60 1471;14;3";CB716000000002;81;14;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000226;"71153/USZ/TR 60 1471;14;4";CB716000000002;82;14;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000227;"71153/USZ/TR 60 1471;14;5";CB716000000002;83;14;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000228;"71153/USZ/TR 60 1471;14;6";CB716000000002;84;14;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000229;"71153/USZ/TR 60 1471;15;1";CB716000000002;85;15;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000230;"71153/USZ/TR 60 1471;15;2";CB716000000002;86;15;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000231;"71153/USZ/TR 60 1471;15;3";CB716000000002;87;15;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000232;"71153/USZ/TR 60 1471;15;4";CB716000000002;88;15;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000233;"71153/USZ/TR 60 1471;15;5";CB716000000002;89;15;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000234;"71153/USZ/TR 60 1471;15;6";CB716000000002;90;15;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000235;"71153/USZ/TR 60 1471;16;1";CB716000000002;91;16;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000236;"71153/USZ/TR 60 1471;16;2";CB716000000002;92;16;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000237;"71153/USZ/TR 60 1471;16;3";CB716000000002;93;16;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000238;"71153/USZ/TR 60 1471;16;4";CB716000000002;94;16;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000239;"71153/USZ/TR 60 1471;16;5";CB716000000002;95;16;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000240;"71153/USZ/TR 60 1471;16;6";CB716000000002;96;16;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000241;"71153/USZ/TR 60 1471;17;1";CB716000000002;97;17;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000242;"71153/USZ/TR 60 1471;17;2";CB716000000002;98;17;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000243;"71153/USZ/TR 60 1471;17;3";CB716000000002;99;17;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000244;"71153/USZ/TR 60 1471;17;4";CB716000000002;100;17;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000245;"71153/USZ/TR 60 1471;17;5";CB716000000002;101;17;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000246;"71153/USZ/TR 60 1471;17;6";CB716000000002;102;17;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000247;"71153/USZ/TR 60 1471;18;1";CB716000000002;103;18;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000248;"71153/USZ/TR 60 1471;18;2";CB716000000002;104;18;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000249;"71153/USZ/TR 60 1471;18;3";CB716000000002;105;18;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000250;"71153/USZ/TR 60 1471;18;4";CB716000000002;106;18;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000251;"71153/USZ/TR 60 1471;18;5";CB716000000002;107;18;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000252;"71153/USZ/TR 60 1471;18;6";CB716000000002;108;18;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000253;"71153/USZ/TR 60 1471;19;1";CB716000000002;109;19;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000254;"71153/USZ/TR 60 1471;19;2";CB716000000002;110;19;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000255;"71153/USZ/TR 60 1471;19;3";CB716000000002;111;19;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000256;"71153/USZ/TR 60 1471;19;4";CB716000000002;112;19;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000257;"71153/USZ/TR 60 1471;19;5";CB716000000002;113;19;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000258;"71153/USZ/TR 60 1471;19;6";CB716000000002;114;19;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000259;"71153/USZ/TR 60 1471;20;1";CB716000000002;115;20;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000260;"71153/USZ/TR 60 1471;20;2";CB716000000002;116;20;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000261;"71153/USZ/TR 60 1471;20;3";CB716000000002;117;20;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000262;"71153/USZ/TR 60 1471;20;4";CB716000000002;118;20;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000263;"71153/USZ/TR 60 1471;20;5";CB716000000002;119;20;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000264;"71153/USZ/TR 60 1471;20;6";CB716000000002;120;20;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000265;"71153/USZ/TR 60 1471;21;1";CB716000000002;121;21;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000266;"71153/USZ/TR 60 1471;21;2";CB716000000002;122;21;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000267;"71153/USZ/TR 60 1471;21;3";CB716000000002;123;21;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000268;"71153/USZ/TR 60 1471;21;4";CB716000000002;124;21;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000269;"71153/USZ/TR 60 1471;21;5";CB716000000002;125;21;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000270;"71153/USZ/TR 60 1471;21;6";CB716000000002;126;21;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000271;"71153/USZ/TR 60 1471;22;1";CB716000000002;127;22;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000272;"71153/USZ/TR 60 1471;22;2";CB716000000002;128;22;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000273;"71153/USZ/TR 60 1471;22;3";CB716000000002;129;22;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000274;"71153/USZ/TR 60 1471;22;4";CB716000000002;130;22;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000275;"71153/USZ/TR 60 1471;22;5";CB716000000002;131;22;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000276;"71153/USZ/TR 60 1471;22;6";CB716000000002;132;22;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000277;"71153/USZ/TR 60 1471;23;1";CB716000000002;133;23;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000278;"71153/USZ/TR 60 1471;23;2";CB716000000002;134;23;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000279;"71153/USZ/TR 60 1471;23;3";CB716000000002;135;23;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000280;"71153/USZ/TR 60 1471;23;4";CB716000000002;136;23;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000281;"71153/USZ/TR 60 1471;23;5";CB716000000002;137;23;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000282;"71153/USZ/TR 60 1471;23;6";CB716000000002;138;23;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000283;"71153/USZ/TR 60 1471;24;1";CB716000000002;139;24;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000284;"71153/USZ/TR 60 1471;24;2";CB716000000002;140;24;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000285;"71153/USZ/TR 60 1471;24;3";CB716000000002;141;24;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000286;"71153/USZ/TR 60 1471;24;4";CB716000000002;142;24;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000287;"71153/USZ/TR 60 1471;24;5";CB716000000002;143;24;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000288;"71153/USZ/TR 60 1471;24;6";CB716000000002;144;24;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000289;"71153/USZ/TR 60 1472;1;1";CB716000000003;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000290;"71153/USZ/TR 60 1472;1;2";CB716000000003;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000291;"71153/USZ/TR 60 1472;1;3";CB716000000003;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000292;"71153/USZ/TR 60 1472;1;4";CB716000000003;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000293;"71153/USZ/TR 60 1472;1;5";CB716000000003;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000294;"71153/USZ/TR 60 1472;1;6";CB716000000003;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000295;"71153/USZ/TR 60 1472;2;1";CB716000000003;7;2;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000296;"71153/USZ/TR 60 1472;2;2";CB716000000003;8;2;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000297;"71153/USZ/TR 60 1472;2;3";CB716000000003;9;2;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000298;"71153/USZ/TR 60 1472;2;4";CB716000000003;10;2;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000299;"71153/USZ/TR 60 1472;2;5";CB716000000003;11;2;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000300;"71153/USZ/TR 60 1472;2;6";CB716000000003;12;2;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000301;"71153/USZ/TR 60 1472;3;1";CB716000000003;13;3;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000302;"71153/USZ/TR 60 1472;3;2";CB716000000003;14;3;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000303;"71153/USZ/TR 60 1472;3;3";CB716000000003;15;3;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000304;"71153/USZ/TR 60 1472;3;4";CB716000000003;16;3;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000305;"71153/USZ/TR 60 1472;3;5";CB716000000003;17;3;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000306;"71153/USZ/TR 60 1472;3;6";CB716000000003;18;3;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000307;"71153/USZ/TR 60 1472;4;1";CB716000000003;19;4;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000308;"71153/USZ/TR 60 1472;4;2";CB716000000003;20;4;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000309;"71153/USZ/TR 60 1472;4;3";CB716000000003;21;4;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000310;"71153/USZ/TR 60 1472;4;4";CB716000000003;22;4;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000311;"71153/USZ/TR 60 1472;4;5";CB716000000003;23;4;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000312;"71153/USZ/TR 60 1472;4;6";CB716000000003;24;4;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000313;"71153/USZ/TR 60 1473;1;1";CB716000000004;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000314;"71153/USZ/TR 60 1473;1;2";CB716000000004;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000315;"71153/USZ/TR 60 1473;1;3";CB716000000004;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000316;"71153/USZ/TR 60 1473;1;4";CB716000000004;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000317;"71153/USZ/TR 60 1473;1;5";CB716000000004;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000318;"71153/USZ/TR 60 1473;1;6";CB716000000004;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000319;"71153/USZ/TR 60 1473;2;1";CB716000000004;7;2;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000320;"71153/USZ/TR 60 1473;2;2";CB716000000004;8;2;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000321;"71153/USZ/TR 60 1473;2;3";CB716000000004;9;2;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000322;"71153/USZ/TR 60 1473;2;4";CB716000000004;10;2;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000323;"71153/USZ/TR 60 1473;2;5";CB716000000004;11;2;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000324;"71153/USZ/TR 60 1473;2;6";CB716000000004;12;2;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000325;"71153/USZ/TR 60 1473;3;1";CB716000000004;13;3;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000326;"71153/USZ/TR 60 1473;3;2";CB716000000004;14;3;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000327;"71153/USZ/TR 60 1473;3;3";CB716000000004;15;3;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000328;"71153/USZ/TR 60 1473;3;4";CB716000000004;16;3;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000329;"71153/USZ/TR 60 1473;3;5";CB716000000004;17;3;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000330;"71153/USZ/TR 60 1473;3;6";CB716000000004;18;3;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000331;"71153/USZ/TR 60 1473;4;1";CB716000000004;19;4;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000332;"71153/USZ/TR 60 1473;4;2";CB716000000004;20;4;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000333;"71153/USZ/TR 60 1473;4;3";CB716000000004;21;4;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000334;"71153/USZ/TR 60 1473;4;4";CB716000000004;22;4;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000335;"71153/USZ/TR 60 1473;4;5";CB716000000004;23;4;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000336;"71153/USZ/TR 60 1473;4;6";CB716000000004;24;4;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000337;"71153/USZ/TR 60 1474;1;1";CB716000000005;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000338;"71153/USZ/TR 60 1474;1;2";CB716000000005;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000339;"71153/USZ/TR 60 1474;1;3";CB716000000005;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000340;"71153/USZ/TR 60 1474;1;4";CB716000000005;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000341;"71153/USZ/TR 60 1474;1;5";CB716000000005;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000342;"71153/USZ/TR 60 1474;1;6";CB716000000005;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000343;"71153/USZ/TR 60 1474;2;1";CB716000000005;7;2;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000344;"71153/USZ/TR 60 1474;2;2";CB716000000005;8;2;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000345;"71153/USZ/TR 60 1474;2;3";CB716000000005;9;2;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000346;"71153/USZ/TR 60 1474;2;4";CB716000000005;10;2;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000347;"71153/USZ/TR 60 1474;2;5";CB716000000005;11;2;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000348;"71153/USZ/TR 60 1474;2;6";CB716000000005;12;2;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000349;"71153/USZ/TR 60 1474;3;1";CB716000000005;13;3;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000350;"71153/USZ/TR 60 1474;3;2";CB716000000005;14;3;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000351;"71153/USZ/TR 60 1474;3;3";CB716000000005;15;3;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000352;"71153/USZ/TR 60 1474;3;4";CB716000000005;16;3;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000353;"71153/USZ/TR 60 1474;3;5";CB716000000005;17;3;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000354;"71153/USZ/TR 60 1474;3;6";CB716000000005;18;3;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000355;"71153/USZ/TR 60 1474;4;1";CB716000000005;19;4;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000356;"71153/USZ/TR 60 1474;4;2";CB716000000005;20;4;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000357;"71153/USZ/TR 60 1474;4;3";CB716000000005;21;4;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000358;"71153/USZ/TR 60 1474;4;4";CB716000000005;22;4;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000359;"71153/USZ/TR 60 1474;4;5";CB716000000005;23;4;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000360;"71153/USZ/TR 60 1474;4;6";CB716000000005;24;4;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000361;"71153/USZ/TR 60 1475;1;1";CB716000000009;1;1;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000362;"71153/USZ/TR 60 1475;1;2";CB716000000009;2;1;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000363;"71153/USZ/TR 60 1475;1;3";CB716000000009;3;1;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000364;"71153/USZ/TR 60 1475;1;4";CB716000000009;4;1;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000365;"71153/USZ/TR 60 1475;1;5";CB716000000009;5;1;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000366;"71153/USZ/TR 60 1475;1;6";CB716000000009;6;1;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000367;"71153/USZ/TR 60 1475;2;1";CB716000000009;7;2;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000368;"71153/USZ/TR 60 1475;2;2";CB716000000009;8;2;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000369;"71153/USZ/TR 60 1475;2;3";CB716000000009;9;2;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000370;"71153/USZ/TR 60 1475;2;4";CB716000000009;10;2;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000371;"71153/USZ/TR 60 1475;2;5";CB716000000009;11;2;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000372;"71153/USZ/TR 60 1475;2;6";CB716000000009;12;2;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
FO716000000373;"71153/USZ/TR 60 1475;3;1";CB716000000009;13;3;1;G657A2;NC;1;1.1;CST;;29/08/2022 00:00;;;;
FO716000000374;"71153/USZ/TR 60 1475;3;2";CB716000000009;14;3;2;G657A2;NC;2;1.2;CST;;29/08/2022 00:00;;;;
FO716000000375;"71153/USZ/TR 60 1475;3;3";CB716000000009;15;3;3;G657A2;NC;3;1.3;CST;;29/08/2022 00:00;;;;
FO716000000376;"71153/USZ/TR 60 1475;3;4";CB716000000009;16;3;4;G657A2;NC;4;1.4;CST;;29/08/2022 00:00;;;;
FO716000000377;"71153/USZ/TR 60 1475;3;5";CB716000000009;17;3;5;G657A2;NC;5;1.5;CST;;29/08/2022 00:00;;;;
FO716000000378;"71153/USZ/TR 60 1475;3;6";CB716000000009;18;3;6;G657A2;NC;6;1.6;CST;;29/08/2022 00:00;;;;
